full_address,latitude,longitude,total_leasedSF,company_list,sector_list,lease_count
"441 Lexington Ave, New York, NY, 10017",40.7527697,-73.9749098,23630,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,10
"441 Ninth Ave, New York, NY, 10001",40.916301,-73.8034551,548304,Lyft; Brevet Capital Management; True; Ovid Therapeutics; Fnz Group; Sprinklr; Peloton; Peloton,"Technology, Advertising, Media, And Information; Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Pharmaceuticals; Personal Services And Recreation",8
"443 Park Ave S, New York, NY, 10016",40.744644,-73.9828901,46575,NA; NA; NA; NA; NA; NA; KAX; NA; NA; NA; NA; NA; NA,"NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",13
"444 Madison Ave, New York, NY, 10022",40.7576763,-73.9759114,185728,NA; NA; NA; NA; NA; NA; Eos Partners; First Choice Advisors; Doris Duke Charitable Foundation; NA; NA; NA; NA; NA; NA; NA; Schwartz Sladkus Reich Greenberg Atlas; NA; NA; Helmsley Spear; NA; NA; Capital Dynamics; NA; Schwartz Sladkus; Fremont Private Holdings; NA; NA; Commodore Capital,"NA; Technology, Advertising, Media, And Information; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Legal Services; Real Estate (Except Coworking Providers); Financial Services And Insurance",29
"445 Park Ave, New York, NY, 10022",40.7611256,-73.9706269,103790,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Adulta Capital; NA; Fl Putnam; NA; NA; NA; NA; NA; Resolute Holdings; Cremiuex,NA; Financial Services And Insurance,22
"446 Broadway, New York, NY, 10013",40.72032,-74.0009199,37312,NA; Bluebook Cities; Bluebook Cities; Cabin Editing; The Org,"NA; Real Estate (Except Coworking Providers); Technology, Advertising, Media, And Information",5
"447 Broadway, New York, NY, 10013",40.72044,-74.0011797,6000,Lipman Studio,"Technology, Advertising, Media, And Information",1
"45 Broadway, New York, NY, 10006",40.7065451,-74.0132688,203173,NA; NA; Bestreich Realty Group; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Hill Rivkins; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Pacagen; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA; Real Estate (Except Coworking Providers); Legal Services; Pharmaceuticals; Unclassifiable,41
"45 Rockefeller Plz, New York, NY, 10111",40.7592576,-73.9799569,493943,"Rockefeller & Co; NA; NA; NA; NA; Axinn, Veltrop & Harkrider; NA; NA; NA; NA; NA; Rhone Group; Lindsay Goldberg; Campbell Lutyens &; Mio Partners; Puig Usa; Shiraka; NA; NA; NA; Chimera Investment Corp; NA; Ruane Cunniff & Goldfarb; Zinnov; Naxo Labs; NA; One Rock Capital; Ruane Cunniff & Goldfarb; NA; NA; Studio By Tishman Speyer; NA","Financial Services And Insurance; NA; Legal Services; Retail; Unclassifiable; Real Estate (Except Coworking Providers); Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information",32
"45 W 25th St, New York, NY, 10010",40.7440683,-73.9910252,121708,GWI; Hanky Panky; NA; Bonobos; Bonobos; NA; NA; Knotel,"Technology, Advertising, Media, And Information; Retail; NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Coworking And Executive Suite Companies",8
"45 W 27th St, New York, NY, 10001",40.7451365,-73.9900429,57020,Mealpal; NA; Trial Spark; NA; NA; NA; NA; NA; NA; Stott & May,"Personal Services And Recreation; NA; Healthcare; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",10
"45 W 34th St, New York, NY, 10001",40.7497605,-73.9868496,76263,NA; NA; NA; NA; NA; NA; NA; The Winchendon School; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,24
"45 W 45th St, New York, NY, 10036",40.7563451,-73.9811329,133390,Pure Grown Diamonds; NA; Knotel; NA; NA; NA; NA; NA; NA; NA; 120/80,"Retail; NA; Coworking And Executive Suite Companies; Unclassifiable; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",11
"45-51 W 21st St, New York, NY, 10010",40.7409526,-73.9921287,46650,NA; NA; NA; NA; NA; NA; NA; NA; Hellow Architecture; NA; NA; NA; NA; NA; NA; NA; NA,NA,17
"450 7th Ave, New York, NY, 10123",40.7514786,-73.9907414,214871,NA; NA; NA; NA; NA; Prime Staffing; NA; NA; NA; NA; NA; NA; NA; NA; Morningside Translations; NA; NA; NA; NA; NA; Kaufman Organization; NA; Tv Asia; NA; NA; NA; NA; NA; NA; NA; NA; NA; Miller Eisenman & Kanuck; NA; NA; NA; NA; NA; NA; Chalkbeat; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,"NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Real Estate (Except Coworking Providers); Technology, Advertising, Media, And Information; Legal Services",60
"450 E 29th St, New York, NY, 10016",40.7395197,-73.9734647,5000,NA,NA,1
"450 Lexington Ave, New York, NY, 10017",40.7532602,-73.9754403,913433,Stepstone Group; NA; NA; NA; NA; NA; Warburg Pincus; NA; Spear Street Capital; Davis Polk; Psp Investments,Financial Services And Insurance; NA; Legal Services,11
"450 Park Ave, New York, NY, 10022",40.7614782,-73.9712696,261208,NA; NA; Harbinger Capital; Nitorum Capital; NA; NA; Willow Tree; Spx Capital; NA; Dubin &; NA; NA; Junto Capital Management; Bluecrest Capital Management; NA; Willow Tree Capital Partner; Oceansound; Harbinger Capital; Steasfast Financial; NA; Garnett Station Partners,NA; Financial Services And Insurance,21
"450 W 14th St, New York, NY, 10014",40.741685,-74.0073286,38500,NA; NA; NA; NA; NA,NA,5
"450 W 33rd St, New York, NY, 10001",40.7530239,-73.9995138,245936,Betterment; NA; Peloton; Noom,"Financial Services And Insurance; NA; Retail; Technology, Advertising, Media, And Information",4
"450-460 Park Ave S, New York, NY, 10016",40.7445435,-73.9831206,134575,NA; NA; NA; NA; Ardoq; Inc Furniture; Wework; NA; NA; NA,"NA; Technology, Advertising, Media, And Information; Retail; Coworking And Executive Suite Companies",10
"451 Park Ave S, New York, NY, 10016",40.7447398,-73.9826442,12333,NA; NA,NA,2
"452 Fifth Ave, New York, NY, 10018",40.9176673,-73.8062778,237544,NA; Storm \Harbour Securities; Hbk New York; Novartis; Tilden Park Capital; NA; Brighton Park Capital; Generate Capital; NA; NA; Amherst Pierpont Securities; Tilden Park; Bowhead Specialty Underwriters; 17 Capital; Haitong International Securities; NA; NA,NA; Financial Services And Insurance; Pharmaceuticals; Tbd,17
"455-457 Broadway, New York, NY, 10013",40.7196695,-74.001653,10767,NA; NA,NA,2
"459 Broadway, New York, NY, 10013",40.7208102,-74.0008667,38559,F. Schumacher &; Feather Home; NA,"Retail; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA",3
"460 Park Ave, New York, NY, 10022",40.7619482,-73.9708111,21666,NA; NA; NA,NA,3
"461 Fifth Ave, New York, NY, 10017",40.7522716,-73.9813705,191978,Everest Reinsurance; Hewlett Packard; NA; NA; Foros Advisors; NA; NA; Centaur Financial; NA; NA; NA; NA; NA; Empire Capital Group; NA; NA,"Financial Services And Insurance; Technology, Advertising, Media, And Information; Tbd; NA",16
"461 Park Ave S, New York, NY, 10016",40.7452161,-73.982473100000007,15825,NA; NA; NA,NA,3
"462 Broadway, New York, NY, 10013",40.7208953,-74.0004318,130400,Jerusalem Venture Partners; NA; Jerusalem Venture Partners; Double Verify,"Financial Services And Insurance; NA; Technology, Advertising, Media, And Information",4
"462-468 Seventh Ave, New York, NY, 10018",40.9138474,-73.8064848,118520,Cubic Transportation Systems; NA; NA; NA; NA; Bala Consulting Engineers; Fusionstorm; Barr & Barr; NA; NA; Lifespire,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Construction, Engineering And Architecture; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",11
"463 Seventh Ave, New York, NY, 10018",40.9176518,-73.8044709,163911,NA; NA; Sensual; Consolidated Children’s Apparel; Ifg; NA; NA; NA; NA; Milliman; NA; Jade Century Properties; NA; Services For The Underserved; R & O Design,"NA; Personal Services And Recreation; Retail; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Financial Services And Insurance",15
"469 Seventh Ave, New York, NY, 10018",40.9176713,-73.8044579,80776,NA; NA; NA; NA; Intouch Solutions; NA; NA; NA; NA; JME; NA; Severud Associates; NA; NA; NA; NA; NA; NA; NA,"NA; Technology, Advertising, Media, And Information; Retail; Construction, Engineering And Architecture",19
"470 Park Ave S, New York, NY, 10016",40.7456637,-73.9826006,172306,Teachable; NA; Alexandria Real Estate Equities; Anchorage Digital; Antec Diagnostics; Nelson Worldwide; Intersection; NA; NA; Creative Office Pavilion; NA; Rippling; Dazn North America,"Technology, Advertising, Media, And Information; NA; Real Estate (Except Coworking Providers); Pharmaceuticals; Construction, Engineering And Architecture; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",13
"470-472 Seventh Ave, New York, NY, 10018",40.9138474,-73.8064848,21900,Judlau Contracting; NA; Cap Front Funding,"Construction, Engineering And Architecture; NA",3
"475 Fifth Ave, New York, NY, 10017",40.918609,-73.8060244,153593,Stantec; NA; NA; Penske Media Group; Lbb Industries; NA; Ionic Capital,"Construction, Engineering And Architecture; NA; Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Financial Services And Insurance",7
"475 Park Ave S, New York, NY, 10016",40.7453824,-73.9819834,109132,NA; Mind Gym; NA; Shinhan Bank America; NA; NA; NA; NA; NA; The Switzer Group; Christopher Street Financial; NIMB; NA,"NA; Personal Services And Recreation; Financial Services And Insurance; Construction, Engineering And Architecture",13
"475 Tenth Ave, New York, NY, 10018",42.7252526,-73.7110577,129444,Jeff Koons; Turner Construction; Cd Network; Cd Network; Js Group; Jeff Koons; Gilder Gagnon Howe & Co; NA,"Personal Services And Recreation; Construction, Engineering And Architecture; Retail; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Financial Services And Insurance; Tbd",8
"477 Broadway, New York, NY, 10013",40.7214685,-74.0003133,10000,The Wing,Coworking And Executive Suite Companies,1
"477 Madison Ave, New York, NY, 10022",40.7585227,-73.9746317,154981,Threadstone Advisors; Kyne Andersen; Rifkin Radler; Cliffwater; Western Alliance Bank; Retail By Mona; NA; NA; Fagenson & Co; NA; Ariel Investments; NA; NA; Pay Governance; Atlantic Street Capital; Atlas Merchant Capital; Ariel Alternatives; Cliffwater,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Legal Services; Financial Services And Insurance; Real Estate (Except Coworking Providers)",18
"48 W 25th St, New York, NY, 10010",40.7437376,-73.9913767,45754,Mediaco Holding; Lockton; NA,"Technology, Advertising, Media, And Information; Financial Services And Insurance; NA",3
"48 W 37th St, New York, NY, 10018",40.7512307,-73.9855436,117982,Isaac Morris; NA; NA; NA; NA; NA; NA; Murphy Burnham & Buttrick; NA; Turn On Products; Babyfair; Jomboy Corp; Isaac Morris Ltd,"Retail; NA; Tbd; Construction, Engineering And Architecture; Technology, Advertising, Media, And Information",13
"48 W 38th St, New York, NY, 10018",40.7517054,-73.9850478,35004,NA; NA; NA,NA,3
"48 Wall St, New York, NY, 10005",40.706371,-74.009196,231679,Js Held; NA; NA; NA; Merchants Hospitality; Quest Workspaces; Lord Securities; American Stock Transfer & Trust; Iat Reinsurance Syndicate; John W. Bristol &; NA; NA; Canam Enterprises; Iat Insurance; NA; NA; Urban Ft; NA; Addison,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Real Estate (Except Coworking Providers); Coworking And Executive Suite Companies; Financial Services And Insurance; Technology, Advertising, Media, And Information",19
"485 Lexington Ave, New York, NY, 10017",40.7540963,-73.9736301,850111,California Department Of Tax & Fee Administration; Ankura Consulting Group; Columbia Management Investment Advisors; Memorial Hospital For Cancer And Allied Diseases; Konica Minolta; NA; NA; Trusted Media Brands; State Of California Board Of Equalization; NA; Exponent; NA; NA; Graham Holdings; Premion; Rsc Insurance Brokerage; NA; Ankura Consulting; Cyndx; Talkwalker; Dicello Levitt Gutzler; NA; NA; NA; Fidelity National Title Insurance; NA; FEGNA; Crowe Horwath; Tailwind Capital Partners; Kreindler & Kreindler; Travelers Insurance; Grant & Eisenhofer; NA; NA; NA; NA; Cyndx; Travelers,"Government; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Financial Services And Insurance; Healthcare; NA; Tbd; Technology, Advertising, Media, And Information; Legal Services",38
"485 Madison Ave, New York, NY, 10022",40.758808,-73.9744706,151705,Ascendo Resources; NA; NA; NA; NA; Nyca Partners; Pembrook Capital Management; Zuckerman Spaeder; John Lang; Zuckerman Spader; NA; Gladstone Place Partners; Midtown Orthopaedic Specialists Management; Cancercare; Massimo Bonini; NA; NA; NA; NA; NA,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Tbd; Financial Services And Insurance; Legal Services; Technology, Advertising, Media, And Information; Healthcare; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Retail",20
"488 Madison Ave, New York, NY, 10022",40.7589073,-73.9752794,339017,NA; NA; NA; Kudman Trachten Aloe Posner; Slater Slater Schulman; Archdiocese Of New York; NA; NA; NA; Standard Security Life Insurance Company Of New York; NA; Alvarez & Marsal; NA; NA; NA; NA; Shawmut Design & Construction; NA; NA; Shanholt Glassman Klein Kramer &; Ks Management Corp; Ekstein Development; NA; NA; Ring Concierge,"NA; Legal Services; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Construction, Engineering And Architecture; Real Estate (Except Coworking Providers); Retail",25
"489 Fifth Ave, New York, NY, 10017",40.9182697,-73.8061074,88367,NA; NA; NA; NA; NA; Quantitative Brokers; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA; Financial Services And Insurance; Unclassifiable,18
"49 W 23rd St, New York, NY, 10010",40.7422839,-73.9911084,33564,NA; NA; Luvente; Drury Design Dynamics; NA; NA,"NA; Retail; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",6
"49 W 37th St, New York, NY, 10018",40.751493,-73.9856467,56855,NA; NA; NA; Nabet; Salco; Ivory Ella; NA; NA; Beth Melsky Casting,"NA; Technology, Advertising, Media, And Information",9
"49 W 38th St, New York, NY, 10018",40.7520835,-73.9848987,25650,Walker Consultants; NA; NA; NA; NA; NA; NA,"Construction, Engineering And Architecture; NA",7
"49-53 W 45th St, New York, NY, 10036",40.7586012,-73.9870594,33440,Niru Ny; NA; NA; NA; Mastoloni Pearls; NA; NA; NA; NA,Retail; NA,9
"49-55 W 27th St, New York, NY, 10001",40.7508114,-74.0037473,80925,NA; Wework; NA; NA; Sue Media; NA; NA; NA; NA; NA,NA; Coworking And Executive Suite Companies,10
"490 Broadway, New York, NY, 10012",40.7219105,-73.9995596,36957,NA; Pereira & O'dell; NA; NA; Tia; NA,"NA; Technology, Advertising, Media, And Information; Healthcare",6
"494 Eighth Ave, New York, NY, 10001",40.9174034,-73.8035804,18835,NA; NA; NA; NA; Boomi Environmental; NA; NA; NA; NA,NA,9
"495 Broadway, New York, NY, 10012",40.7222463,-74.0000605,59644,Proenza Schouler; Proper Cloth; Proper Cloth,Retail,3
"498 Seventh Ave, New York, NY, 10018",40.917695,-73.804199,418908,NA; Transfix; Tetra Tech; Dattner Architects; Dynadmic; Pubmatic; Mckissack; Securitas Security Services Usa; Ambient Enterprises; Hazen And Sawyer; Pubmatic; Cb Insights,"NA; Technology, Advertising, Media, And Information; Construction, Engineering And Architecture; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Energy & Utilities",12
"499 7th Ave, New York, NY, 10018",40.7526379,-73.9890578,88850,"NA; Dp Dream Pairs; NA; NA; Togast; NA; NA; NA; NA; MGAC; Caroline Constas; Wilkin & Guttenplan,; NA; NA; NA; NA; Central Interiors; NA; NA; NA; NA; NA; Maurice Kasimir & Associates; NA",NA; Retail,24
"499 Park Ave, New York, NY, 10022",40.7625321,-73.9695989,267820,NA; NA; First Spring; Bgc Partners; Cantor Fitzgerald; Jefferson River Capital; Wastefuel Global; NA; Andrew W Mellon Foundation; 1989 Holdings; NA; Deutsche Bundesbank; Andrew W Mellon Foundation; NA; Empyrean Capital Partners; NA; Quadrant Capital Advisors; Khazanah Americas; Simon Property Group,NA; Financial Services And Insurance; Legal Services; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Real Estate (Except Coworking Providers),19
"5 Bryant Park, New York, NY, 10018",40.9252733,-73.8896538,295264,NA; Synchrony Bank; NA; Synchrony Bank; NA; NA; Nieman Marcus; NA; The Tjx; Saluda Grande; NA; Hok Group; NA,"NA; Financial Services And Insurance; Retail; Tbd; Construction, Engineering And Architecture",13
"5 Columbus Cir, New York, NY, 10019",40.7667638,-73.9813812,24294,Kaplan,Education,1
"5 Crosby St, New York, NY, 10013",40.7198649,-74.0002196,33777,NA; GU; NA,NA; Retail,3
"5 Hanover Sq, New York, NY, 10004",40.7047519,-74.0095691,283037,NA; National General Insurance; Fullstack Academy; NA; NA; NA; Icd Group; NA; Five Hole; NA; National Securities; Ideal School Of Manhattan; Development; Knotel; NA; NA; NA; Knotel; NA; NA; NA; NA; NA; NA,"NA; Financial Services And Insurance; Education; Retail; Unclassifiable; Coworking And Executive Suite Companies; Technology, Advertising, Media, And Information",24
